frame,timestamp_sec,emotion,angry,disgust,fear,happy,sad,surprise,neutral
280,11.790963069019245,happy,1.4229699729639833e-07,5.513877966577708e-16,3.298090966996625e-10,99.98455047607422,4.3649169612081096e-08,2.8465847208281048e-05,0.015413976274430752
285,12.001515980966017,happy,4.9942336772801355e-06,1.3081882582408055e-12,7.198348725978576e-07,98.93099212646484,4.718749187304638e-05,0.0032866366673260927,1.0656689405441284
290,12.21206889291279,happy,2.059618509520078e-06,8.272021847881283e-13,3.68629071090254e-06,99.20043182373047,8.854137558955699e-05,0.0019731095526367426,0.7974954843521118
295,12.422621804859562,happy,5.283852442516945e-05,1.3854123404044572e-09,4.0018317122303415e-06,99.85700225830078,5.574742681346834e-05,7.394186104647815e-05,0.14281900227069855
300,12.633174716806334,happy,0.0014739854959771037,2.9390175768639892e-05,0.00033660302869975567,97.33624267578125,0.013456964865326881,0.0003701031091623008,2.6480908393859863
305,12.843727628753106,happy,0.1615014225244522,0.00022777673439122736,0.005613191053271294,95.08531951904297,0.08087825775146484,0.0036029373295605183,4.6628594398498535
310,13.054280540699878,happy,0.00017212680540978909,2.8983055538889246e-11,1.625917889214179e-06,99.86697387695312,0.0026596023235470057,0.0800524353981018,0.050140056759119034
315,13.26483345264665,happy,0.02957114763557911,1.9347942725289613e-05,0.00913827121257782,99.33094787597656,0.02066214568912983,0.3075689971446991,0.3020838499069214
320,13.475386364593422,happy,0.01442702580243349,1.307215029555664e-07,0.00014179399295244366,99.97208404541016,0.0007535367039963603,0.000598590646404773,0.011992644518613815
325,13.685939276540195,fear,0.0670330673456192,9.062712602939116e-13,99.44253540039062,0.008918775245547295,0.4780537188053131,4.620735126081854e-06,0.003460000501945615
330,13.896492188486967,fear,0.0004585834685713053,6.770266849465638e-17,99.69549560546875,1.0294101002727984e-06,0.2825990617275238,6.585839651407355e-10,0.021448511630296707
335,14.107045100433739,fear,2.24619398068171e-05,4.522303037578239e-20,99.34444427490234,2.9077493884921424e-11,0.65407794713974,1.5324683796252847e-12,0.0014497209340333939
340,14.317598012380511,fear,0.001217131968587637,1.250869796198123e-14,68.52008819580078,1.1996272064607183e-07,31.376436233520508,3.749326626945049e-09,0.10225652158260345
345,14.528150924327283,fear,0.00035540241515263915,9.61453630604495e-15,65.66734313964844,2.539138677093433e-07,34.304019927978516,7.761882692136624e-09,0.028282197192311287
350,14.738703836274055,happy,1.7916405200958252,1.270917296409607,8.572773933410645,49.10652160644531,15.933145523071289,0.0031899777241051197,23.32181739807129
355,14.949256748220828,fear,11.91052532196045,0.15317414700984955,33.74760055541992,24.540510177612305,13.729461669921875,0.0008664042106829584,15.917865753173828
360,15.1598096601676,fear,17.27578353881836,9.040278434753418,25.856311798095703,4.942372798919678,18.20054817199707,0.3376319706439972,24.34706687927246
365,15.370362572114372,neutral,6.0752949714660645,0.4236483573913574,6.898306369781494,1.7446174621582031,15.146854400634766,0.16312013566493988,69.54816436767578
370,15.580915484061144,happy,18.2417049407959,1.6280280351638794,10.262552261352539,31.97227668762207,14.60926628112793,0.25027936697006226,23.035892486572266
375,15.791468396007916,happy,12.517823219299316,1.9007689952850342,8.335814476013184,28.13289451599121,28.00806999206543,0.005370585713535547,21.09925079345703
380,16.00202130795469,neutral,16.065059661865234,0.00479423813521862,1.6199909448623657,0.1155792772769928,11.361236572265625,0.006713483948260546,70.82662200927734
385,16.212574219901462,neutral,18.14656639099121,0.02546142414212227,8.37288761138916,15.669071197509766,11.40086841583252,0.0005185023183003068,46.38462829589844
390,16.423127131848233,neutral,20.134151458740234,0.24952459335327148,0.21009112894535065,4.257946968078613,23.254056930541992,0.0010959639912471175,51.893131256103516
395,16.633680043795007,neutral,24.44318962097168,7.668460369110107,0.5431712865829468,2.2553439140319824,25.55014419555664,0.007151981815695763,39.532535552978516
400,16.844232955741777,neutral,0.5000393390655518,0.12556159496307373,4.074596881866455,15.269618034362793,11.104384422302246,0.0025489081162959337,68.92325592041016
405,17.05478586768855,happy,3.3221919536590576,0.06903011351823807,0.7904000282287598,54.515010833740234,9.341192245483398,0.002363591454923153,31.95980453491211
410,17.26533877963532,fear,2.6877806186676025,6.894487887620926e-05,42.605621337890625,0.029456527903676033,42.00864028930664,0.013845170848071575,12.654586791992188
415,17.475891691582095,fear,10.128847122192383,0.008876226842403412,63.7178955078125,0.20724675059318542,16.600828170776367,2.8007452487945557,6.535558223724365
420,17.686444603528866,neutral,3.349456310272217,0.020661069080233574,24.818532943725586,2.978681802749634,8.494854927062988,0.4769134819507599,59.860897064208984
425,17.89699751547564,sad,1.2229920625686646,0.0007709030760452151,20.231801986694336,0.42239251732826233,53.92470932006836,0.015482335351407528,24.18185043334961
430,18.10755042742241,sad,1.3957486152648926,0.05260717496275902,39.29600524902344,2.726628541946411,41.98704528808594,0.09190534800291061,14.450054168701172
435,18.318103339369184,sad,1.6282035112380981,1.6257166862487793,30.409557342529297,2.378148317337036,43.29432678222656,0.031093647703528404,20.63295555114746
440,18.528656251315955,neutral,0.03941148892045021,0.0011904678540304303,10.604084968566895,32.54458236694336,0.25863417983055115,0.05888016149401665,56.49321746826172
445,18.73920916326273,happy,0.06287258863449097,0.035695113241672516,6.843655586242676,77.97359466552734,1.410987377166748,0.0076714809983968735,13.665519714355469
450,18.9497620752095,fear,0.5141870975494385,0.0003087656223215163,69.81462860107422,3.9134366512298584,5.193800926208496,0.17417365312576294,20.389467239379883
455,19.160314987156273,happy,0.00011886789434356615,2.785175645669824e-09,1.9923537308841333e-07,99.67643737792969,0.00024043480516411364,0.0009481391170993447,0.32226139307022095
460,19.370867899103043,neutral,0.30560606718063354,0.002177841728553176,0.20025111734867096,0.20889084041118622,2.561769962310791,2.835672378540039,93.88562774658203
465,19.581420811049817,neutral,1.0231126546859741,0.0031046238727867603,0.6759169697761536,11.263971328735352,4.079371452331543,6.448575019836426,76.50595092773438
470,19.791973722996588,neutral,0.2369106560945511,0.0005238212179392576,0.21613088250160217,30.85755729675293,2.399723768234253,21.553319931030273,44.735836029052734
475,20.00252663494336,happy,0.01362890750169754,8.429167053236597e-08,7.284236907958984,92.59154510498047,0.03954622521996498,0.04279513284564018,0.02824551798403263
480,20.213079546890132,fear,0.1330375373363495,0.0004966420237906277,50.200279235839844,0.8274009227752686,0.027615614235401154,41.20738220214844,7.603792667388916
485,20.423632458836906,surprise,7.621889924758207e-11,1.1136195585012457e-19,0.02228780835866928,3.1482802569371415e-06,1.312582854906541e-11,99.97771453857422,1.0327689766755077e-14
490,20.63418537078368,surprise,1.2069094335043218e-10,2.985433135302296e-17,0.08992056548595428,1.808125631441726e-07,9.92718462988762e-10,99.91007995605469,1.0443316540318867e-14
495,20.84473828273045,surprise,0.000774983549490571,3.4261533610191464e-09,2.501612424850464,2.798598051071167,4.030398849863559e-05,94.69890594482422,6.643489905400202e-05
500,21.055291194677224,fear,0.33477506041526794,0.03384058177471161,54.95795440673828,0.07589641213417053,0.5904038548469543,43.75360870361328,0.25352784991264343
505,21.265844106623994,surprise,3.0219400315445455e-08,1.8243116361788323e-16,0.33227211236953735,0.00015723826072644442,1.2788549774711555e-08,99.66757202148438,2.4012122585431728e-12
510,21.47639701857077,surprise,0.6051583886146545,0.033234547823667526,33.25133514404297,1.6929079294204712,0.1251484900712967,64.28297424316406,0.009249131195247173
515,21.68694993051754,surprise,0.0003009627398569137,5.130459168611878e-09,2.3746631145477295,0.5790375471115112,0.00031034433050081134,97.04562377929688,6.870239303680137e-05
520,21.897502842464313,surprise,2.031450033187866,0.11737895756959915,6.125230312347412,0.009026256389915943,0.12037350982427597,91.58910369873047,0.007437410764396191
525,22.108055754411083,surprise,14.348623275756836,0.8074555993080139,37.10770034790039,0.09045694768428802,6.441232204437256,39.77908706665039,1.4254478216171265
530,22.318608666357857,surprise,26.291088104248047,0.05069148540496826,22.204082489013672,0.0292044747620821,12.303640365600586,34.518795013427734,4.602496147155762
535,22.529161578304628,fear,2.31050181388855,0.018186800181865692,56.38206481933594,0.21958819031715393,2.1897239685058594,37.33892059326172,1.5410045385360718
540,22.7397144902514,fear,0.5363548398017883,0.00010354207188356668,50.70102310180664,0.2528265416622162,16.485218048095703,6.753236770629883,25.271240234375
545,22.950267402198172,sad,25.044710159301758,0.0029681397136300802,18.129074096679688,0.004766271915286779,40.68873596191406,0.2873646020889282,15.842376708984375
550,23.160820314144946,neutral,1.572658658027649,0.00015257843188010156,22.019338607788086,0.07215114682912827,22.0368595123291,1.7905348539352417,52.50830841064453
555,23.371373226091716,surprise,0.030461860820651054,1.1692836778820492e-06,1.071415901184082,36.366050720214844,0.010750867426395416,62.361446380615234,0.15987922251224518
560,23.58192613803849,happy,3.4782078728312626e-06,1.192547681428107e-14,2.0287142632469113e-08,99.39588928222656,1.563407204230316e-05,0.21996353566646576,0.384117990732193
565,23.79247904998526,happy,9.283667168347165e-08,4.478980099230628e-20,3.838263928912511e-09,98.75674438476562,3.322889341461632e-08,1.243167519569397,9.292698814533651e-05
570,24.003031961932034,surprise,23.881481170654297,0.04193009063601494,21.181833267211914,0.0399622842669487,8.924088478088379,25.840967178344727,20.089740753173828
575,24.213584873878805,fear,3.7348792552948,0.05721440538764,58.55085754394531,37.139984130859375,0.509073793888092,0.0032269698567688465,0.004760713782161474
580,24.42413778582558,happy,2.999089479446411,0.020377567037940025,10.554080963134766,86.29747009277344,0.12486524134874344,0.0026442972011864185,0.0014662196626886725
585,24.63469069777235,happy,3.2648940086364746,0.01048034057021141,6.349793910980225,90.29185485839844,0.07234691083431244,0.008843876421451569,0.001787581597454846
590,24.845243609719123,fear,4.596195220947266,0.033769723027944565,77.2183609008789,17.552608489990234,0.5622863173484802,0.02151787094771862,0.015266227535903454
595,25.055796521665894,happy,5.935633659362793,0.13623180985450745,37.69487762451172,55.524986267089844,0.6545287370681763,0.04017828777432442,0.013565693981945515
600,25.266349433612667,fear,31.087108612060547,0.3177871108055115,36.72673034667969,31.210132598876953,0.11149106919765472,0.537237823009491,0.009509450756013393
605,25.476902345559438,happy,11.975652694702148,0.08587531000375748,40.540809631347656,47.02815628051758,0.26725754141807556,0.0979161486029625,0.004331750329583883
610,25.687455257506212,fear,10.74850845336914,0.15240061283111572,60.369380950927734,28.284154891967773,0.09733107686042786,0.3455677032470703,0.002653268864378333
615,25.898008169452982,fear,3.874474048614502,0.004056850913912058,65.49871063232422,30.571712493896484,0.009276540018618107,0.04155736416578293,0.00021589612879324704
620,26.108561081399756,fear,0.3972606658935547,0.0024226366076618433,91.24774932861328,8.351980209350586,0.0004281765432097018,3.5044922697125e-05,0.00012422632426023483
625,26.319113993346527,happy,2.2609028816223145,0.03620623052120209,27.877777099609375,62.507057189941406,0.31233489513397217,0.0290200337767601,6.9766998291015625
630,26.5296669052933,happy,0.3313668668270111,0.0011070563923567533,0.15780603885650635,82.60173797607422,0.3327680230140686,0.03874150291085243,16.536479949951172
635,26.74021981724007,happy,0.3999754786491394,0.0005251281545497477,0.05676655098795891,99.42613983154297,0.07792730629444122,2.7275564207229763e-05,0.03863358497619629
640,26.950772729186845,happy,1.6711905002593994,0.00266121793538332,1.9558587074279785,95.78755187988281,0.582472026348114,2.3104175284061057e-07,0.0002640063758008182
645,27.161325641133615,happy,2.882735252380371,0.07422897219657898,4.263581275939941,71.36730194091797,21.353961944580078,0.00028797221602872014,0.057901278138160706
650,27.37187855308039,happy,1.1663806438446045,0.0011861383682116866,4.327687740325928,86.46884155273438,8.014361381530762,0.00011557473771972582,0.021426482126116753
655,27.582431465027163,fear,12.527448654174805,0.031444478780031204,41.07719421386719,26.916397094726562,19.17185401916504,0.027947209775447845,0.24771416187286377
660,27.792984376973934,fear,15.887001991271973,0.0367775596678257,71.90074920654297,6.688973903656006,5.379691123962402,0.035079825669527054,0.07172895222902298
665,28.003537288920707,fear,16.204870223999023,1.1325603723526,27.84035873413086,17.25673484802246,11.858504295349121,0.1770562380552292,25.52991485595703
670,28.214090200867478,angry,46.33545684814453,0.05759395286440849,28.78544044494629,10.608061790466309,12.886733055114746,0.017031827941536903,1.3096842765808105
675,28.424643112814252,angry,43.21694564819336,0.02014932967722416,13.342232704162598,7.107021331787109,35.235137939453125,0.00018463199376128614,1.0783313512802124
680,28.635196024761022,fear,5.786716938018799,0.017566151916980743,89.2730941772461,0.12566983699798584,4.779602527618408,4.512429313763278e-06,0.017348721623420715
685,28.845748936707796,fear,12.02039623260498,0.020914647728204727,87.57230377197266,0.0022651865147054195,0.38284146785736084,1.7590302377357148e-05,0.0012634912272915244
690,29.056301848654567,fear,18.76631736755371,0.13942959904670715,80.77093505859375,0.007925543934106827,0.3118744492530823,0.00032846457906998694,0.003193298354744911
695,29.26685476060134,fear,21.862192153930664,0.10154726356267929,77.65940856933594,0.028381280601024628,0.34142154455184937,0.0010007919045165181,0.006050519645214081
700,29.47740767254811,fear,34.982852935791016,2.717029656817971e-10,51.900062561035156,13.116750717163086,0.0003378333058208227,3.0161144849022437e-12,1.1516187115034882e-08
705,29.687960584494885,happy,0.025222335010766983,0.007434605620801449,0.12481146305799484,99.28519439697266,0.0420885905623436,0.0006506560021080077,0.5146011114120483
710,29.898513496441655,happy,0.0010574510088190436,6.053969991626218e-05,0.052553508430719376,99.75381469726562,0.002727955114096403,7.340843148995191e-05,0.18970726430416107
715,30.10906640838843,happy,0.0001529092260170728,1.6329894947375578e-07,0.00279413303360343,99.70417022705078,0.0036591135431081057,0.0018637556349858642,0.2873624861240387
720,30.3196193203352,happy,0.04234180971980095,0.0005374467582441866,0.2018040269613266,99.52571868896484,0.007407346274703741,0.00044478505151346326,0.2217361330986023
725,30.530172232281974,happy,0.1805243194103241,0.07700519263744354,14.514449119567871,84.44684600830078,0.590843677520752,0.00046697008656337857,0.18986745178699493
730,30.740725144228744,happy,0.0009734178893268108,6.740450317010982e-06,0.00248603243380785,99.99506378173828,1.9894174329238012e-05,5.216020895204565e-07,0.0014540405245497823
735,30.951278056175518,happy,0.005678717512637377,0.0001280306896660477,0.08507538586854935,99.89326477050781,0.0002807625278364867,1.702185909380205e-05,0.015556072816252708
740,31.16183096812229,happy,0.05048088729381561,0.00011844360415125266,2.074572801589966,97.86125183105469,0.0011558259138837457,0.0007942185620777309,0.011623682454228401
745,31.372383880069062,fear,18.503707885742188,4.6384042575809206e-14,81.49601745605469,0.00027543201576918364,1.7047530320724036e-07,1.0211149287231436e-10,3.83196495368221e-11
750,31.582936792015833,fear,11.788862228393555,6.10603554480546e-14,88.21113586425781,5.2783307182835415e-06,1.243553242602502e-07,3.9865714895892523e-11,1.359919208493432e-11
755,31.793489703962607,fear,3.970327615737915,6.481202191957209e-15,96.02967834472656,2.536680909770439e-08,5.087560239758204e-08,6.07534595548076e-12,1.782863093269249e-11
760,32.00404261590938,angry,88.78607940673828,4.3879804303981196e-12,11.01400375366211,2.6510029726978246e-08,0.18698011338710785,6.696310350662316e-08,0.012942959554493427
765,32.21459552785615,fear,16.36882972717285,1.0395839744603563e-09,83.62313842773438,2.5463400277203618e-08,0.007873344235122204,7.6888774458439e-08,0.0001663864532019943
770,32.425148439802925,fear,0.9482030868530273,0.10862569510936737,95.15421295166016,1.3326497077941895,1.7711676359176636,0.17451944947242737,0.5106169581413269
775,32.635701351749695,happy,0.17192023992538452,0.13573899865150452,8.222497940063477,86.68340301513672,2.37608003616333,0.010414732620120049,2.3999435901641846
780,32.846254263696466,happy,0.0009437303524464369,0.00045295534073375165,0.08297635614871979,97.49519348144531,0.041196439415216446,0.00047417733003385365,2.3787589073181152
785,33.056807175643236,angry,88.29206085205078,4.298246494727209e-06,11.70211410522461,0.005790511146187782,3.026296144525986e-05,4.26116275775712e-06,3.6271831049816683e-07
790,33.26736008759001,angry,91.57994079589844,1.3831801481956063e-07,8.392166137695312,0.027414632961153984,0.00048279642942361534,1.2290893858235563e-09,5.122022344039578e-07
795,33.477912999536784,angry,75.6328353881836,0.4765832722187042,2.056943893432617,0.13262946903705597,10.622618675231934,0.0039421203546226025,11.074446678161621
800,33.688465911483554,angry,88.7048110961914,0.39693647623062134,1.1257686614990234,0.0420396514236927,5.511691093444824,0.004341346677392721,4.214420795440674
805,33.899018823430325,angry,55.55204391479492,0.5717400312423706,6.2363457679748535,0.020525997504591942,27.733139038085938,9.834281081566587e-05,9.886114120483398
810,34.1095717353771,angry,53.541786193847656,0.14711132645606995,0.39607980847358704,0.1417677253484726,32.56524658203125,0.002770583610981703,13.20523738861084
815,34.32012464732387,angry,77.53768157958984,0.00017183316231239587,0.038032617419958115,0.0006284737028181553,18.85147476196289,0.006100284401327372,3.5659167766571045
820,34.53067755927064,angry,94.84561157226562,0.022714076563715935,0.285003125667572,0.009888610802590847,3.3025095462799072,0.1486104428768158,1.3856608867645264
825,34.74123047121742,angry,95.87432098388672,0.008608521893620491,0.140127032995224,0.003976659849286079,2.6932361125946045,0.3612648844718933,0.918470025062561
830,34.95178338316419,angry,98.75177001953125,0.05435175821185112,0.04709430783987045,0.0011537792161107063,0.7324302792549133,0.37605178356170654,0.037146035581827164
835,35.16233629511096,angry,99.76299285888672,0.007720246911048889,0.03207092732191086,0.003093600505962968,0.15363678336143494,0.012601315975189209,0.027888111770153046
840,35.37288920705773,angry,99.75241088867188,0.007106168195605278,0.0160644743591547,0.0024824533611536026,0.12385236471891403,0.06887990981340408,0.0292135551571846
845,35.58344211900451,angry,71.1714096069336,1.4902535676956177,2.0391178131103516,7.451042652130127,7.643681049346924,0.9464489221572876,9.258048057556152
850,35.79399503095128,angry,99.62657165527344,0.08936690539121628,0.058686330914497375,0.01811869628727436,0.11898038536310196,0.010219982825219631,0.07805349677801132
855,36.00454794289805,angry,99.65135192871094,0.034807585179805756,0.02119116298854351,0.015862246975302696,0.106865793466568,0.13687871396541595,0.03304031491279602
860,36.21510085484482,angry,98.13811492919922,0.03163927048444748,0.41050490736961365,0.030157973989844322,1.2709077596664429,0.01018221490085125,0.1084914430975914
865,36.4256537667916,angry,96.00984191894531,0.0969805046916008,0.6381614804267883,0.003273430746048689,2.3871548175811768,0.025732209905982018,0.8388506770133972
870,36.63620667873837,sad,41.857357025146484,0.006097937934100628,1.1299750804901123,0.0060327318497002125,49.29476547241211,0.005660464521497488,7.700104236602783
875,36.84675959068514,angry,80.78732299804688,0.008197661489248276,0.4186127483844757,0.004293201491236687,16.07185173034668,0.001622851355932653,2.7081079483032227
880,37.05731250263191,angry,83.58899688720703,0.03358575329184532,0.4505745470523834,0.01676848530769348,8.248262405395508,0.010533405467867851,7.651284217834473
885,37.26786541457869,neutral,35.948787689208984,0.001229245332069695,0.09923509508371353,0.092553049325943,7.642416477203369,0.002238034037873149,56.21354675292969
890,37.47841832652546,angry,88.35099792480469,0.5721803903579712,0.07079651206731796,0.18975314497947693,1.5078517198562622,0.1361612230539322,9.172263145446777
895,37.68897123847223,neutral,2.036917209625244,1.7255517832381884e-06,8.886414527893066,0.05401839315891266,22.4081974029541,0.0008794957539066672,66.61357116699219
900,37.899524150419,sad,19.727741241455078,0.000715464586392045,4.572443962097168,0.011272859759628773,62.1172981262207,0.0005688415840268135,13.569963455200195
