frame,timestamp_sec,emotion,emotions_detail
360,15.1598096601676,fear,"{""angry"": 17.27578353881836, ""disgust"": 9.040278434753418, ""fear"": 25.856311798095703, ""happy"": 4.942372798919678, ""sad"": 18.20054817199707, ""surprise"": 0.3376319706439972, ""neutral"": 24.34706687927246}"
365,15.370362572114372,neutral,"{""angry"": 6.0752949714660645, ""disgust"": 0.4236483573913574, ""fear"": 6.898306369781494, ""happy"": 1.7446174621582031, ""sad"": 15.146854400634766, ""surprise"": 0.16312013566493988, ""neutral"": 69.54816436767578}"
370,15.580915484061144,happy,"{""angry"": 18.2417049407959, ""disgust"": 1.6280280351638794, ""fear"": 10.262552261352539, ""happy"": 31.97227668762207, ""sad"": 14.60926628112793, ""surprise"": 0.25027936697006226, ""neutral"": 23.035892486572266}"
375,15.791468396007916,happy,"{""angry"": 12.517823219299316, ""disgust"": 1.9007689952850342, ""fear"": 8.335814476013184, ""happy"": 28.13289451599121, ""sad"": 28.00806999206543, ""surprise"": 0.005370585713535547, ""neutral"": 21.09925079345703}"
380,16.00202130795469,neutral,"{""angry"": 16.065059661865234, ""disgust"": 0.00479423813521862, ""fear"": 1.6199909448623657, ""happy"": 0.1155792772769928, ""sad"": 11.361236572265625, ""surprise"": 0.006713483948260546, ""neutral"": 70.82662200927734}"
385,16.212574219901462,neutral,"{""angry"": 18.14656639099121, ""disgust"": 0.02546142414212227, ""fear"": 8.37288761138916, ""happy"": 15.669071197509766, ""sad"": 11.40086841583252, ""surprise"": 0.0005185023183003068, ""neutral"": 46.38462829589844}"
390,16.423127131848233,neutral,"{""angry"": 20.134151458740234, ""disgust"": 0.24952459335327148, ""fear"": 0.21009112894535065, ""happy"": 4.257946968078613, ""sad"": 23.254056930541992, ""surprise"": 0.0010959639912471175, ""neutral"": 51.893131256103516}"
395,16.633680043795007,neutral,"{""angry"": 24.44318962097168, ""disgust"": 7.668460369110107, ""fear"": 0.5431712865829468, ""happy"": 2.2553439140319824, ""sad"": 25.55014419555664, ""surprise"": 0.007151981815695763, ""neutral"": 39.532535552978516}"
400,16.844232955741777,neutral,"{""angry"": 0.5000393390655518, ""disgust"": 0.12556159496307373, ""fear"": 4.074596881866455, ""happy"": 15.269618034362793, ""sad"": 11.104384422302246, ""surprise"": 0.0025489081162959337, ""neutral"": 68.92325592041016}"
405,17.05478586768855,happy,"{""angry"": 3.3221919536590576, ""disgust"": 0.06903011351823807, ""fear"": 0.7904000282287598, ""happy"": 54.515010833740234, ""sad"": 9.341192245483398, ""surprise"": 0.002363591454923153, ""neutral"": 31.95980453491211}"
410,17.26533877963532,fear,"{""angry"": 2.6877806186676025, ""disgust"": 6.894487887620926e-05, ""fear"": 42.605621337890625, ""happy"": 0.029456527903676033, ""sad"": 42.00864028930664, ""surprise"": 0.013845170848071575, ""neutral"": 12.654586791992188}"
415,17.475891691582095,fear,"{""angry"": 10.128847122192383, ""disgust"": 0.008876226842403412, ""fear"": 63.7178955078125, ""happy"": 0.20724675059318542, ""sad"": 16.600828170776367, ""surprise"": 2.8007452487945557, ""neutral"": 6.535558223724365}"
420,17.686444603528866,neutral,"{""angry"": 3.349456310272217, ""disgust"": 0.020661069080233574, ""fear"": 24.818532943725586, ""happy"": 2.978681802749634, ""sad"": 8.494854927062988, ""surprise"": 0.4769134819507599, ""neutral"": 59.860897064208984}"
425,17.89699751547564,sad,"{""angry"": 1.2229920625686646, ""disgust"": 0.0007709030760452151, ""fear"": 20.231801986694336, ""happy"": 0.42239251732826233, ""sad"": 53.92470932006836, ""surprise"": 0.015482335351407528, ""neutral"": 24.18185043334961}"
430,18.10755042742241,sad,"{""angry"": 1.3957486152648926, ""disgust"": 0.05260717496275902, ""fear"": 39.29600524902344, ""happy"": 2.726628541946411, ""sad"": 41.98704528808594, ""surprise"": 0.09190534800291061, ""neutral"": 14.450054168701172}"
435,18.318103339369184,sad,"{""angry"": 1.6282035112380981, ""disgust"": 1.6257166862487793, ""fear"": 30.409557342529297, ""happy"": 2.378148317337036, ""sad"": 43.29432678222656, ""surprise"": 0.031093647703528404, ""neutral"": 20.63295555114746}"
440,18.528656251315955,neutral,"{""angry"": 0.03941148892045021, ""disgust"": 0.0011904678540304303, ""fear"": 10.604084968566895, ""happy"": 32.54458236694336, ""sad"": 0.25863417983055115, ""surprise"": 0.05888016149401665, ""neutral"": 56.49321746826172}"
445,18.73920916326273,happy,"{""angry"": 0.06287258863449097, ""disgust"": 0.035695113241672516, ""fear"": 6.843655586242676, ""happy"": 77.97359466552734, ""sad"": 1.410987377166748, ""surprise"": 0.0076714809983968735, ""neutral"": 13.665519714355469}"
450,18.9497620752095,fear,"{""angry"": 0.5141870975494385, ""disgust"": 0.0003087656223215163, ""fear"": 69.81462860107422, ""happy"": 3.9134366512298584, ""sad"": 5.193800926208496, ""surprise"": 0.17417365312576294, ""neutral"": 20.389467239379883}"
455,19.160314987156273,happy,"{""angry"": 0.00011886789434356615, ""disgust"": 2.785175645669824e-09, ""fear"": 1.9923537308841333e-07, ""happy"": 99.67643737792969, ""sad"": 0.00024043480516411364, ""surprise"": 0.0009481391170993447, ""neutral"": 0.32226139307022095}"
460,19.370867899103043,neutral,"{""angry"": 0.30560606718063354, ""disgust"": 0.002177841728553176, ""fear"": 0.20025111734867096, ""happy"": 0.20889084041118622, ""sad"": 2.561769962310791, ""surprise"": 2.835672378540039, ""neutral"": 93.88562774658203}"
465,19.581420811049817,neutral,"{""angry"": 1.0231126546859741, ""disgust"": 0.0031046238727867603, ""fear"": 0.6759169697761536, ""happy"": 11.263971328735352, ""sad"": 4.079371452331543, ""surprise"": 6.448575019836426, ""neutral"": 76.50595092773438}"
470,19.791973722996588,neutral,"{""angry"": 0.2369106560945511, ""disgust"": 0.0005238212179392576, ""fear"": 0.21613088250160217, ""happy"": 30.85755729675293, ""sad"": 2.399723768234253, ""surprise"": 21.553319931030273, ""neutral"": 44.735836029052734}"
475,20.00252663494336,happy,"{""angry"": 0.01362890750169754, ""disgust"": 8.429167053236597e-08, ""fear"": 7.284236907958984, ""happy"": 92.59154510498047, ""sad"": 0.03954622521996498, ""surprise"": 0.04279513284564018, ""neutral"": 0.02824551798403263}"
480,20.213079546890132,fear,"{""angry"": 0.1330375373363495, ""disgust"": 0.0004966420237906277, ""fear"": 50.200279235839844, ""happy"": 0.8274009227752686, ""sad"": 0.027615614235401154, ""surprise"": 41.20738220214844, ""neutral"": 7.603792667388916}"
485,20.423632458836906,surprise,"{""angry"": 7.621889924758207e-11, ""disgust"": 1.1136195585012457e-19, ""fear"": 0.02228780835866928, ""happy"": 3.1482802569371415e-06, ""sad"": 1.312582854906541e-11, ""surprise"": 99.97771453857422, ""neutral"": 1.0327689766755077e-14}"
490,20.63418537078368,surprise,"{""angry"": 1.2069094335043218e-10, ""disgust"": 2.985433135302296e-17, ""fear"": 0.08992056548595428, ""happy"": 1.808125631441726e-07, ""sad"": 9.92718462988762e-10, ""surprise"": 99.91007995605469, ""neutral"": 1.0443316540318867e-14}"
495,20.84473828273045,surprise,"{""angry"": 0.000774983549490571, ""disgust"": 3.4261533610191464e-09, ""fear"": 2.501612424850464, ""happy"": 2.798598051071167, ""sad"": 4.030398849863559e-05, ""surprise"": 94.69890594482422, ""neutral"": 6.643489905400202e-05}"
500,21.055291194677224,fear,"{""angry"": 0.33477506041526794, ""disgust"": 0.03384058177471161, ""fear"": 54.95795440673828, ""happy"": 0.07589641213417053, ""sad"": 0.5904038548469543, ""surprise"": 43.75360870361328, ""neutral"": 0.25352784991264343}"
505,21.265844106623994,surprise,"{""angry"": 3.0219400315445455e-08, ""disgust"": 1.8243116361788323e-16, ""fear"": 0.33227211236953735, ""happy"": 0.00015723826072644442, ""sad"": 1.2788549774711555e-08, ""surprise"": 99.66757202148438, ""neutral"": 2.4012122585431728e-12}"
510,21.47639701857077,surprise,"{""angry"": 0.6051583886146545, ""disgust"": 0.033234547823667526, ""fear"": 33.25133514404297, ""happy"": 1.6929079294204712, ""sad"": 0.1251484900712967, ""surprise"": 64.28297424316406, ""neutral"": 0.009249131195247173}"
515,21.68694993051754,surprise,"{""angry"": 0.0003009627398569137, ""disgust"": 5.130459168611878e-09, ""fear"": 2.3746631145477295, ""happy"": 0.5790375471115112, ""sad"": 0.00031034433050081134, ""surprise"": 97.04562377929688, ""neutral"": 6.870239303680137e-05}"
